xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
10.92,-2.47,-6.07,15.99,4.94,19.29
6.44,0.79,7.49,-0.43,0.55,-1.16
8.92,2.96,-6.18,-30.52,-27.65,19.84
7.32,2.08,-3.45,7.75,2.62,-11.41
10.07,-1.95,-3.64,-88.93,30.58,64.09
6.9,0.65,-8.03,5.25,-7.93,-12.02
5.66,-1.52,-6.6,2.69,-0.06,3.54
9.41,-2.09,-1.62,2.32,0.55,-3.36
6.17,-1.62,-6.25,-1.1,-2.81,-1.28
8.41,-4.2,-2.77,-0.31,-0.85,-1.16
6.39,-1.79,-6.78,54.57,-6.65,-61.95
8.45,0.1,-4.76,8.24,14.1,-10.01
6.15,6.73,3.94,-27.95,9.09,29.11
5.98,2.08,-3.8,0.79,-14.59,-8.06
5.68,0.66,-5.76,-25.7,-2.56,12.76
7.34,-1.32,-1.32,36.38,-38.45,-80.75
39.24,20.06,39.24,-158.75,147.46,-14.22
7.13,1.42,-4.42,58.53,4.15,-38.39
5.96,-6.99,-6.77,14.4,0.61,20.26
9.5,-2.66,-7.67,-37.05,2.01,19.47
6.35,-0.94,7.62,-0.79,0.92,-1.4
12.11,-2.98,-5.56,-48.16,4.33,44.86
3.22,-4.93,-8.04,21.79,14.95,12.88
7.03,-0.22,6.94,-0.24,0.31,-0.98
5.66,-3.92,7.25,-0.55,0.31,-1.16
7.01,-1.42,-4.56,-10.25,-2.08,10.38
5.72,-2.26,7.31,12.63,-8.36,-12.02
6.84,-0.32,-5.16,30.15,3.91,-33.08
6.83,1.38,6.76,10.19,28.32,-22.28
9.48,0.65,-7.03,-4.88,10.68,33.14
7.66,0.37,-5.56,34.97,1.46,-8.73
4.66,0.63,-4.54,8.48,-6.29,-6.65
5.64,1.76,7.88,-5.68,-0.24,7.69
8.92,-2.9,-2.57,-0.12,1.77,-1.77
6.33,1.49,-5.29,87.16,-9.83,-41.87
9.92,-3.15,-9.17,9.83,-2.44,-18.55
4.84,-4.44,7.11,-7.32,0.61,-2.01
10.27,-4.38,-6.96,11.17,3.23,11.29
3.34,-0.34,-7.13,13.79,25.57,-17.46
3.68,-4.74,-3.15,77.21,-42.05,-63.78
8.02,-2.21,-4.89,-0.73,-0.06,-1.34
1.99,0.41,-9.32,-19.23,-10.99,-8.42
8.54,0.37,-5.15,5.92,1.34,-30.27
8.98,-3.36,-1.37,-0.85,-0.12,-0.67
7.9,-1.13,-2.87,-10.31,-13,-12.88
6.1,-0.7,7.8,0.37,1.95,-2.44
11.87,-2.45,-4.08,-96.31,3.23,13.55
-3.79,1.28,1.05,-17.4,-50.78,-0.85
6.12,-1.6,-2.67,6.71,6.59,-19.9
6.05,1.22,-6.28,4.09,14.89,-6.96
10.82,-3.37,-7.8,-4.03,-12.88,-15.99
8.33,-4.05,-2.78,-4.82,0.85,0.18
5.48,1.16,-3.4,17.15,32.53,0.43
7.04,-5.15,-9.54,-6.96,-15.87,7.08
5.1,-8.81,-4.5,131.41,41.87,35.52
8.9,-2.88,-2.8,-0.85,-1.34,-1.77
5.59,-0.99,-4.05,18.19,2.2,-9.7
6.97,3.21,-6.35,-164.73,6.9,118.65
9.39,1.12,-7.32,38.64,11.05,-46.57
6.99,-2.17,-6.43,43.95,-10.19,-21.36
9.03,-2.21,-2.72,-0.43,0.92,-0.79
10.33,0.62,-4.69,-2.99,5.49,-26.12
11.33,-5,9.52,15.99,-2.01,6.04
3.67,-5.15,-4.96,51.94,-35.03,-83.56
6.11,3.34,-5.88,15.2,8.79,-15.93
7.67,-3.03,-4.89,-59.33,18.55,37.11
6.72,-2.29,-6.52,-4.27,-41.08,-7.45
9.23,1.14,-1.03,70.43,77.82,-114.2
6.21,-2.64,-4.34,-23.38,0.06,21.06
8.92,-2.78,-2.79,1.16,3.78,-0.43
11.09,-2.23,-5.4,-0.79,-14.77,25.82
9.1,-3.22,-2.37,-1.04,-0.67,1.65
6.6,0.1,-7.17,-9.95,0,3.6
7.26,-1.1,-5.03,-47.3,10.07,25.02
9.61,0.67,-5.18,-4.33,-11.29,-22.89
7.83,0.57,-6.2,-2.62,0.37,-11.72
4.15,-1.26,-5.89,2.5,17.88,8.48
5.05,4.04,7.49,4.88,7.02,-1.59
6,-1.2,-4.58,8.24,-2.93,-19.04
4.98,-1.84,-7.04,-24.29,39.31,55.6
5.04,-0.82,-5.95,4.21,1.16,-4.88
5.83,-0.01,-2.88,25.33,-1.22,-11.96
8.8,0.02,-3.58,-19.47,0.37,29.66
6.78,-1.84,-5.95,-18.31,17.4,24.11
8.21,-0.5,-4.69,28.32,-22.4,-7.14
6.98,1.91,-5.29,-48.95,-4.7,40.89
9.12,-1.25,-5.65,34.42,2.56,-41.02
3.64,-9.08,3.8,20.63,18.74,-2.93
7.67,-1.85,3.36,7.26,-1.95,-12.27
5.71,-4.48,6.3,17.82,-12.82,-5.8
6.4,-0.45,-3.66,14.53,1.28,-4.82
0.02,-0.63,2.16,-19.96,5.31,13.49
13.17,-2.28,-6.46,88.01,-24.41,34.12
7.98,-1.72,-5.77,19.84,4.09,-7.39
7.89,-0.88,-5.37,1.1,6.35,8.79
9.35,-7.23,-4.74,3.78,-19.96,27.89
8.31,-0.41,-5.08,26.61,-11.35,9.22
8.31,-2.34,-4.34,1.04,2.44,-0.49
7.13,0.4,-5.91,-43.03,4.21,1.04
7.35,-0.56,6.54,-0.18,-16.72,1.95
4.66,-0.9,4.44,-28.32,-26.31,26.12
5.99,-0.92,7.85,-0.31,1.83,-0.79
3.92,-6.79,6.16,-0.92,7.26,-1.4
5.83,0.88,-6.82,-1.53,19.59,-21.67
9.39,-2.62,-2.88,-45.65,6.04,-11.23
8.04,-2.17,-6.28,-28.63,2.01,26.55
6.64,2.17,6.84,-0.73,0.12,-0.18
8.43,-2.41,-8.85,29.24,61.83,-6.71
7.1,1.65,-5.3,1.65,-22.46,8.61
6.84,1.48,-5.99,15.56,3.42,-23.93
8.85,-3.11,-2.31,-2.5,3.48,-0.85
7.99,-3.61,-4.32,26.55,0.61,-13.67
7.98,2.1,-5.25,-16.48,-4.76,9.52
5.83,1.61,-5.61,18.86,5.43,-1.95
5.16,-4.03,-5.15,29.36,-3.85,-21.79
7.46,0.84,-7.76,8,-8.54,-10.56
7.08,-0.32,-5.53,11.29,-0.55,-3.91
8.67,-1.03,-3.43,-25.88,7.87,9.16
3.2,-8.2,4.5,-39.31,12.7,17.4
10.64,-0.2,-1.92,-32.96,-4.27,36.19
10.55,1.78,-7.53,-19.04,-5,64.58
5.7,6.79,3.32,-10.62,5.31,22.46
15.97,-1.38,-10.43,11.54,13.98,32.41
8.11,-3.39,-3.96,24.66,-7.93,-17.27
7.91,-1.27,-6.22,11.96,-17.76,-11.17
9.36,2.07,1.05,-5.8,29.85,-6.47
3.91,-1.39,-5.2,-5.37,-15.26,-1.59
6.62,0.68,7.1,-4.88,-2.32,-6.35
11.64,0.52,-6.16,-41.63,-25.94,66.16
6.22,-0.87,-5.76,12.33,1.71,-10.38
5.23,-4.61,7.17,-1.22,0.49,-1.04
6.42,0.77,7.49,-0.49,0.49,-0.79
16.44,0.91,-8.3,12.08,8.12,-24.84
8.1,-4.06,-5.71,-9.77,3.36,-13.67
10.35,-5.56,-6.14,-66.96,30.03,20.63
14.51,-4.3,-7.09,2.01,-5.37,-17.4
9.44,-2.09,-6.81,-33.75,1.53,9.22
9.56,-2.69,-4.57,-15.26,-83.56,-36.07
6.57,-2.85,-6.02,-11.84,8.12,21.3
7.36,0.28,-8.27,13.12,-0.67,-18.31
7.84,-0.49,-7.91,-0.55,-2.75,-14.47
7.32,2.25,5.4,-13.67,40.83,13.43
7.92,-1.88,-5.18,-0.67,0,-1.28
4.04,4.77,8.23,-19.71,-14.16,7.93
4.91,-3.68,-7.91,10.01,42.91,3.54
4.5,2.35,-7.4,-2.69,5.86,-19.35
8.6,-0.21,-5.49,-3.85,3.48,-11.84
6.22,2.47,-4.75,-0.31,-20.08,6.29
6.93,1.35,-5.41,0.55,10.93,8.97
7.5,-3.08,-6.26,-1.28,-9.09,6.9
6.36,0.23,-6.7,30.76,4.82,-34.91
8.54,0.81,-6.3,86.3,12.21,-41.44
3.58,0.6,-6.72,4.33,12.88,-10.99
5.36,-4.58,-7.72,94.67,-32.65,-86.12
5.86,-2.35,-6.43,-1.46,-7.26,-14.77
5.97,-2.06,-7.37,15.44,10.07,-13.67
7.13,-1.46,-6.02,-5.8,-1.28,15.38
8.3,0.51,-5.99,14.4,1.34,-13.49
7.25,-1.9,-6.28,-100.1,28.56,41.32
8.57,3.11,-4.72,20.63,-3.91,-10.99
6.77,-2.96,6.69,-0.49,-0.55,-0.73
7.91,-2.73,-6.1,-12.63,13.06,38.7
8.8,-1.1,0.35,58.17,83.13,25.21
5.31,0.51,-6.24,-3.23,1.16,-0.61
17.44,1.44,-8.79,-6.23,12.51,35.1
7.94,-1.81,-4.51,-53.89,-1.71,31.62
4.94,0.32,-5.38,-59.33,8.48,58.47
8.81,-2.05,-3.3,-5.92,-7.75,-0.18
7.24,-1.44,-6.34,-5.62,-6.71,-0.85
8.98,0.76,-7.01,-3.91,-0.61,16.3
5.99,2.48,-5.82,-65.55,-14.22,55.36
7.06,-0.33,1.84,-2.01,-9.22,-1.46
18.41,-4.47,-3.61,-40.04,-88.38,-147.16
8.44,-3.2,-3.9,14.16,3.97,-9.83
4.33,-2.57,-6.14,14.59,5.13,-3.23
5.73,0.07,-6.97,7.69,1.34,9.34
6.42,-0.82,7.67,-1.04,1.22,-1.1
8.36,-4.03,-2.81,0.49,3.3,-3.11
7.36,-3.11,-4.9,-47.73,20.02,17.7
7.34,-0.04,-4.25,-37.72,-0.98,34.12
6.24,0.21,-5.96,-3.72,3.72,14.71
7.03,-2.36,-6.13,21.3,3.54,-5.98
8.97,0.98,-7.27,59.02,9.16,-38.33
6.69,4.14,-3.95,-55.24,10.56,30.58
9.18,-2.14,-2.12,-0.43,2.81,-0.61
5.4,1.17,-4.89,12.15,-0.43,-7.75
11.11,1.92,-6.43,-110.05,-12.08,89.97
4.91,-5.28,7.49,-0.79,5.19,-15.38
8.51,0.09,-3.33,21.06,9.89,-24.6
7.23,-1.18,-6.3,-5.55,11.6,-12.27
5.17,-5.27,6.89,-1.95,3.6,0.67
4.07,-1.17,-4.71,23.93,13.31,-40.89
7.67,-2.76,-6.95,23.74,1.46,-11.84
5.74,-1.1,-6.28,0.61,-11.35,0
8.83,-0.68,-5.55,-12.39,-10.13,5.55
6.66,2.57,-4.64,2.14,2.93,-5.49
10.86,-3.25,-5.61,9.16,-9.95,-8.85
4.34,-8.17,3.99,0.24,-0.06,-1.1
8.96,-3.13,-2.08,0.18,0.55,-1.16
8.27,0.16,-7.45,12.57,2.26,-9.52
7.18,1.61,-3.48,18.43,-6.04,-22.95
6.97,-0.54,6.98,-0.06,0.61,-1.16
12.46,2.52,-11.07,-9.58,-0.43,44.25
7.1,0.07,-7.23,-2.5,-1.34,-18.25
3.38,-7.46,6.06,-12.39,2.87,12.76
6.47,-1.46,-5.14,14.16,7.45,-10.62
4.75,-5.68,6.71,-3.3,2.5,-0.98
7.68,4.36,4.42,-10.19,21.67,11.17
7.15,-1.27,-6.31,8.42,-4.82,0.49
7.18,-1.72,-5.9,-10.5,3.42,9.83
8.32,-2.82,-4.17,-18.68,-2.93,-0.98
3.68,-6.41,6.83,-1.1,0.98,-1.22
-1.7,-5.6,-10,66.59,9.09,-118.1
7.74,-0.44,-6.43,-19.53,-1.1,10.31
9.15,-2.73,-1.93,-0.31,0.12,-0.92
5.68,-1.13,7.67,-28.99,2.44,-5.49
5.5,1.56,-6.01,-0.18,2.81,-3.36
8.5,-3.18,-7.56,-36.13,-19.59,24.48
8.76,1.32,-5.52,15.2,7.14,-33.57
6.8,-3,-2.17,55.6,60.61,-1.46
5.22,5.31,6.26,1.28,2.93,1.16
5.37,1,-4.89,1.89,-1.28,-1.59
3.81,-7.01,5.94,0.06,-2.56,0.67
6.3,-0.71,7.33,-4.21,24.17,-16.36
2.87,-2.05,-6.04,-43.15,42.24,39.79
11.8,0.79,-5.7,-27.4,-17.82,29.17
5.33,-1.8,8.07,1.83,5.49,-0.55
5.16,0.89,-6.42,11.9,0,-2.44
8.44,-4.31,-3.68,3.48,13.92,-7.75
7.77,-0.99,-5.01,-35.1,-6.84,35.22
8.05,-2.3,-2.08,17.82,-16.85,-2.56
6.33,2.26,-4.68,-8.73,2.87,-4.33
6.74,-1.13,-4.84,1.89,-2.32,3.11
7.47,-0.43,6.44,-8.06,5.86,33.08
6.14,-3.19,7.12,9.28,1.16,-7.2
5.47,-3.54,7.52,-0.37,0.67,-0.92
6.97,-0.23,-5.85,5.43,3.97,-16.36
19.7,-3.3,-10.89,-10.44,5.25,-33.87
5.66,2.07,-4.85,33.57,-23.5,-29.42
8.14,-4.55,-7.17,-12.51,-33.26,-29.6
6.07,-1.21,7.86,0,0.61,-1.22
4.35,-1.23,-5.77,23.5,-21.61,-35.1
9.33,-2.61,-1.01,0.18,1.16,-1.04
7.72,1.85,-5.46,-40.71,-8.97,58.72
9.09,-0.37,-8.63,0.98,4.03,-11.78
5.53,-1.99,-3.76,13.98,-1.04,-7.39
1.4,-4.52,5.48,-68.36,-51.88,-7.32
5.52,-19.6,7.9,147.89,46.88,85.27
5.3,-2.85,7.99,0.55,-1.16,0.43
15.71,-2.91,-7.44,16.85,-17.03,-15.99
9.11,-9.85,-9.56,-72.75,26.37,51.57
5.08,-2.11,-4.3,-43.82,4.46,34.48
7.76,-2.03,-6.29,60.36,-1.1,-43.82
7.8,-3.92,-3.78,-18.31,-27.04,12.88
6.54,2.16,-4.15,-17.4,-22.71,23.38
5.43,-0.9,-7.79,7.08,11.96,8.3
9.11,-0.54,-4.44,6.41,1.4,-7.63
7.09,2.54,6.01,-5.68,4.03,0.61
3.98,-2.56,8.93,5.86,0.12,-2.44
6.17,-0.3,-4.95,-4.03,0.18,23.25
6.5,0.09,-6.02,-22.83,11.23,22.64
9.28,-1.68,-5.43,6.29,8.54,5.31
6.53,-3.61,-5.41,100.22,-17.82,-47.12
4.73,-1.27,-7.41,32.9,35.71,-49.19
7.75,0.56,-4.66,96.86,-50.17,-58.78
12.28,-3.34,-7.04,-8.79,22.09,-13.85
8.14,-3.12,-7.48,-1.16,-2.14,9.22
6.7,2.27,6.82,-0.37,0.31,-1.04
36.29,-7.53,2.42,64.03,6.65,-8.06
7.2,-0.77,-5.77,9.16,-3.36,-7.14
7.3,1.62,-5.48,-22.77,2.2,13.43
6.6,0.67,-5.07,-11.35,-3.36,-0.98
8.95,-0.75,-6.59,-22.52,-15.26,1.89
7.08,0.4,-5.71,100.52,-7.75,-65.06
4.99,-1.12,-8.32,4.64,22.28,-24.72
12.96,-2.13,-8.61,21.24,-10.56,-42.97
3.89,-0.96,-4.53,-18.92,29.05,44.74
7.1,0.58,-9.14,7.32,16.42,-14.89
7.67,0.37,-5.23,-1.34,-0.31,3.17
7.18,-1.3,-4.33,15.69,1.95,-20.51
2.26,8.08,3.37,-53.22,-8.36,44.74
5.57,-3.19,7.67,-0.73,0.43,-1.22
5.53,-1.44,8.17,-0.85,0.18,-0.61
5.38,-0.33,-3.74,34.24,-1.83,-22.77
7.52,-3.01,-6.07,-21.18,6.04,36.32
10.48,0.97,-9.93,-131.53,-9.16,85.82
3.16,-4.35,-6.73,102.17,-20.57,-113.34
7.06,1.43,-5.34,-16.6,-14.1,2.14
7.22,-2.16,-3.11,76.05,-29.79,-28.99
5.09,-0.03,-6.83,-51.51,16.72,68.36
7.5,-3.34,-5.41,-5.98,24.17,-2.69
6.64,1.43,-6.26,21.85,-0.06,-28.75
7.2,1.31,-5.91,63.54,-4.46,-28.56
3.98,-6.36,3.8,-5.74,-1.1,-0.73
8.29,-1.75,-4.91,-43.33,14.04,23.56
5.52,1.46,-5,8.97,-15.01,-1.46
8.07,0.25,-5.18,-16.05,8.06,-6.29
7.94,-2.22,-3.19,46.2,-8.12,-23.32
8.39,-3.51,-2.86,37.66,5.31,-36.93
5.89,-0.14,-5.74,-9.09,-10.01,10.13
7.99,-1.32,-7.05,10.56,18.43,-34.42
3.44,0.3,-3.01,75.32,-8.61,-21
8.76,-3.17,-2.87,1.53,-3.54,-0.85
3.66,-6.25,6.96,-0.92,0.79,-1.34
7.06,-3.97,-6.49,27.16,-7.45,-11.17
7.09,-1.27,-6.5,-1.22,-3.11,0.98
7.28,-0.58,-8.7,12.33,13.67,-10.01
-11.89,-16.27,17.18,-14.1,-44.98,4.39
4.71,-7.65,4.02,-0.73,-0.24,0.24
7.13,-2,-6.34,47.12,1.89,-51.82
5.69,1.11,-6.05,7.87,25.94,-26.67
5,0.68,-6.38,10.44,-3.6,-9.7
7.45,0.01,-4.48,-1.28,-1.4,2.2
7.88,-1.1,-3.13,17.09,0.92,-19.84
7.09,-3.45,-6.4,-33.81,10.25,31.31
6.48,3.22,-4.44,-8.42,2.08,-12.51
8.02,-1.88,-5.02,-35.58,13.24,20.69
7.22,-0.29,-6.55,40.34,-6.29,-16.91
9.43,-1.9,-1.38,-0.43,-0.98,-0.67
9.66,-1.43,-4.64,-10.8,9.77,23.62
6.02,-2.42,-6.41,39.73,-5.25,-31.25
8.77,-3.11,-1.95,2.93,4.58,-2.5
5.15,-3.09,-3.38,-29.11,13.98,-8.61
6.81,-2.99,-4.83,40.1,-14.28,-40.41
7.92,-2.9,-7.3,49.01,-2.69,-22.28
7.83,-4.23,-7.15,-27.89,1.89,5.8
6.74,-0.25,-6.48,15.08,1.04,-22.77
5.52,-2.02,-9.38,-29.42,20.32,30.52
9.17,-2.03,-1.92,-0.12,0.12,-1.65
8.32,-2.03,-5.81,12.39,-39.43,-13.61
7.01,-3.11,-6.16,-0.24,5.25,-6.29
8.31,-3.79,-2.97,22.34,-15.5,8.48
3.57,-7.27,6.21,11.17,2.87,-11.11
9.29,-3.41,-3.72,35.34,-13.24,-9.83
6.93,-1.55,-5.17,-11.41,-8.3,22.03
3.12,2.24,-3.62,29.3,-5.74,-10.19
7.22,0.67,-3.37,-8.3,-7.93,-7.39
21.02,-3.29,-7.59,5.55,15.63,-47.85
8.5,-1.25,-5.28,11.23,-0.85,-13.31
7.95,4.73,6.01,-13.18,69.27,-24.9
5.92,-2.85,-5.7,-7.87,-12.39,-3.54
3.86,-0.5,-4.65,0.49,-4.39,0.43
7.37,0.06,-3.81,4.64,0.37,-2.62
6.14,-2.2,-3.75,-28.02,-5.55,9.4
7.93,-0.83,-4.87,-0.12,-5.07,-6.16
9.89,-0.76,-3.74,-78.8,73.85,35.71
4.15,5.09,5.29,56.76,-9.34,-25.39
3.27,-1.36,-8.51,11.6,23.07,-19.84
8.39,-6.57,-5.33,91.19,-26.67,-102.29
6,-2.33,7.43,-0.55,0.31,-0.43
6.23,-3.86,-7.44,-50.42,13.61,21.24
8.47,-2.28,-6.21,-43.88,-6.16,7.93
3.67,-6.22,6.94,-0.43,0.37,-1.04
9.1,2.51,2.74,31.37,13.18,-48.89
5.41,1.19,-5.89,-1.28,-4.21,-14.47
5.98,-4.25,-5.6,-2.08,10.68,-23.44
3.75,-4.67,-5.55,19.9,-3.11,-37.96
8.13,-2.38,-5.45,64.15,-10.74,-39.67
8.82,-2.13,3.17,7.39,-21.24,-18.86
11.06,-0.97,-6.33,2.38,8.42,34.85
6.42,0.99,-5.15,27.95,-6.9,-40.28
6.28,-0.68,-8.52,-15.5,19.35,32.78
5.1,0.03,-3.94,10.13,-1.16,-4.94
6.94,-2.25,-7.79,80.93,-7.26,-78.61
6.09,-1.22,7.97,-17.88,2.32,10.5
8.85,-3.19,-2.05,2.38,-4.88,-4.58
8.23,-5.02,-8.39,26.67,-13.85,15.81
7.7,1.38,-6.6,9.7,1.71,-25.57
7.98,-1.55,-1.99,-11.78,-46.14,9.03
14.09,8.73,1.14,113.28,-30.15,-197.75
8.72,-0.87,-8.51,-21.97,6.23,33.14
6.72,-2.55,-4.21,-40.95,4.58,36.93
7.54,-1.18,-5.58,-19.41,3.54,8.97
7.07,-2.02,-5.32,51.15,-26.98,-42.54
8.18,0.42,-4.96,8.73,7.93,5.19
8.07,-1.7,-4.79,-5.07,6.59,-3.36
11.57,-0.9,-3.98,-7.14,1.89,10.8
9.71,-2.07,-3.19,-36.13,3.72,-0.55
7,0.31,6.94,0.37,-0.12,-3.11
5.59,-0.12,-4.78,-80.81,9.16,55.11
10.94,1.24,-7.35,-12.27,-4.46,32.53
5.35,-4.6,7.12,-0.61,1.04,-2.14
4.55,3.86,-3.2,4.09,15.93,17.15
13.93,0.62,-8.51,57.92,-8.85,-67.32
6.91,2,-5.19,-17.94,-1.65,9.09
7.95,0.72,-7.37,-7.63,-5.25,14.77
10.36,-0.47,-7.04,-15.32,5.13,35.46
8.39,-1.97,-4.35,-0.31,0.12,-0.73
6.12,-1.8,-6.25,-81.24,0,74.52
5.19,0.9,-2.21,36.01,-11.11,-88.81
4.72,-1.87,-6.82,-21.3,8.85,36.87
5.53,2.26,-0.02,8.67,48.1,-1.22
6.17,1.92,-8.02,-79.22,15.44,67.26
5.52,-3.76,7.51,-1.59,2.38,-1.59
6.73,-2.82,-4.39,-9.46,-22.28,-7.81
7.64,-1.98,-6.53,-40.53,7.02,37.72
5.11,-3.21,-8.41,18.07,-9.46,-13.43
13.61,-0.81,-1,-1.16,-26.49,-6.96
7.26,-2.91,-2.93,-14.04,2.93,-8.18
9.69,-2.85,-3.35,50.29,-9.89,-10.44
8.1,0.99,-7.62,-22.71,-2.01,14.4
4.65,-5.72,4.99,23.99,-6.16,-20.45
6.48,1.44,-5.41,5.74,-7.26,-1.59
4.41,-1.93,-11.17,-19.53,-88.26,7.02
6.12,-5.19,5.58,-36.5,10.93,24.23
7.56,-0.85,-4,32.65,-10.44,-1.83
6.28,0.2,8.25,-2.01,4.7,3.3
6.63,-0.15,7.33,5.8,1.71,1.59
4.85,-4.7,8.83,-3.66,12.02,-8.3
7.4,-5.39,-1.87,99.3,10.19,0.73
2.49,-7.14,5.83,-4.27,10.01,2.26
6.4,-0.78,-4.7,0.67,-10.62,16.3
10.67,-1.44,-4.56,-17.76,1.22,29.6
7.83,-5.23,-0.85,30.15,128.17,-8.06
8.42,-2.46,-6.72,-118.1,68.54,39.43
8.48,-1.17,-5.56,16.6,7.02,-18.8
6.54,-1.98,7.2,-0.31,-0.61,-0.98
5.62,1.47,7.9,22.89,-5.19,-17.76
7.76,-1,6.03,-0.12,0.31,-1.04
6.14,-2.77,-6.8,13.24,-2.81,-7.45
6.25,-0.66,-6.43,19.71,2.08,-31.37
11.35,7.39,-0.05,236.94,70.68,-81.67
5.24,-0.21,-5.2,-20.81,-3.42,9.89
7.11,-2.28,-3.09,4.52,2.87,-14.16
5.08,-0.01,-5.9,6.1,2.38,-9.28
10.45,-0.87,-7.28,4.33,-11.35,26.49
7.31,-0.52,-4.19,-26.92,11.9,6.96
5.49,0.51,8.22,-0.55,1.95,-0.18
6.01,-0.96,7.84,-0.79,0.24,-2.2
6.71,-1.75,-5.85,26.25,-1.71,-51.57
6.59,-1.33,-7.14,10.99,-9.58,-0.98
18.15,-0.97,-9.03,-5.19,7.26,-3.85
8.28,-0.84,5.51,-0.37,1.46,-1.16
5.79,0.55,-4.84,-0.55,17.94,-10.68
4.93,-0.37,-7.27,-4.39,10.38,10.38
7.2,0.36,6.47,-29.11,11.96,36.99
6.98,0.11,-6.66,0.92,-1.22,-1.89
5.3,1.29,8.02,4.7,11.11,6.16
6.2,3.49,9.19,-6.04,-19.17,5.68
7.5,1.08,-6.31,-2.08,-4.76,3.6
7.6,1.85,-5.64,-7.14,-6.77,13.43
5.62,-1.4,-8.39,-105.77,19.47,116.46
6.44,-0.86,-6.33,-43.46,12.82,31.8
7.54,-0.39,-6.3,-50.05,13.06,55.11
6.64,-2.78,-6.21,4.21,3.6,0.18
4.42,-7.07,-5.19,-60.49,23.62,34.67
8.83,2.92,-3.42,-1.28,18.74,-23.32
5.12,-1.99,-5.48,21,-2.81,-51.03
6.21,-0.57,-4.09,-96.86,56.21,45.47
7.69,-1.02,-7.98,0.73,7.63,19.29
8.26,-2.52,-5.57,-27.22,7.75,19.96
2.91,-3.26,-7.88,-5.43,21,13.79
15.42,-0.36,-6.77,-9.34,41.14,49.87
6.18,1.79,-6.29,13.92,-5.68,-8.48
15.58,-2.79,-9.3,-3.48,16.05,-18.86
6.83,-2.02,-6.12,-9.83,7.57,13.73
7.11,2.98,-4.96,0.31,-7.81,-2.75
6.24,-4.21,-1.59,-63.29,15.01,83.07
15.37,1.32,-6.11,-12.82,14.65,38.64
8.01,-2.32,-3.58,-72.51,53.47,5.74
7.65,-2.85,8.08,4.21,5,0
6.7,-3.54,-4.24,-42.36,-43.58,0.73
8.16,-4.08,-4.6,-18.13,4.33,12.45
15.06,-7.2,-6.74,20.45,6.04,-54.08
5.88,-1.36,-6.56,-40.71,13.49,11.78
8.97,-0.2,-8.16,3.42,14.77,-13.06
7.97,-4.89,-6.31,39.49,-6.47,-41.14
7.05,-6.17,-6.37,47,-22.64,-33.2
6.59,-0.51,-7.36,4.88,3.11,15.81
5.98,0.29,-3.37,-19.1,12.76,12.39
8.14,-6.84,-3.39,-39.49,-14.83,29.3
5.32,-5.29,6.05,-15.81,6.53,5.37
6.18,-2.23,-6.34,-6.41,11.17,-2.5
6.05,-1.34,-5.32,-48.16,0.92,28.2
6.12,-3.39,-3.28,-6.59,2.99,33.75
3.68,-6.09,7.05,-1.1,-2.08,0.98
7.8,-1.55,6.19,33.33,-4.52,-44.86
10.95,-10.33,-15.22,-34.91,20.14,30.27
6.85,-1.47,9.21,-32.35,3.42,18.8
6.29,-0.65,7.37,0.24,2.44,-0.24
6.35,-5.54,-6.78,33.81,-5.25,-6.59
6.52,-0.18,-4.55,-91.19,36.5,10.31
8.74,-0.1,-6.44,25.57,-0.37,-13.18
6.12,0.66,7.83,35.34,-11.35,-36.8
5.41,-6.25,7.85,17.64,14.77,-11.47
8.82,-2.8,-2.57,-0.18,-1.4,-1.1
6.25,-0.47,-6.18,4.09,-7.63,-3.85
6.98,-0.02,7.06,-0.31,3.36,-1.22
6.34,0.65,-4.81,-16.24,8.36,4.88
7.4,-1.78,6.23,-0.67,-0.12,0.12
6.56,1.97,-8.13,-4.94,21.06,-20.51
6.54,-1.3,-7.43,-2.44,22.58,11.96
8.57,-3.31,-2.4,-12.57,-3.36,7.26
6.19,1.78,-4.41,-14.89,2.5,-0.85
7.96,-1.43,-6.75,12.33,1.65,-0.43
5.73,-0.2,-7.16,2.2,17.4,-21.97
6.01,1.54,-3.95,-71.41,-26.31,73.85
7.47,2.47,5.99,0.55,0.18,-3.97
13.59,-7.59,-7.46,-9.89,-20.2,-22.95
9.21,-2.22,-2.71,-51.88,-30.64,-4.46
6.41,1.1,-1.87,-42.6,-3.42,28.87
6.72,-3.48,-5.93,-47.85,17.64,-3.97
5.26,1.06,-6.78,0.31,-10.44,-18.49
3.26,-3.72,8.48,5.98,-4.09,1.71
8.26,-0.28,-0.68,19.84,-33.08,-55.91
10.53,2.71,-7.19,10.5,-0.85,6.96
12.17,-4,-6.88,86.61,-40.28,-4.03
4.99,-1.15,-5.44,-13.12,-11.54,6.16
7.05,-0.22,6.92,-0.31,0.49,-0.92
7.12,-3.25,-5.32,5.68,5.37,8.18
5.28,1.46,-4.14,10.19,4.58,3.48
9.2,-2.31,-1.87,0,-0.37,-1.65
6.09,-1.11,-5.9,-3.42,5.62,8.36
5.31,1.95,-5.25,6.23,-14.65,-3.66
7.43,1.06,-7.41,-84.17,20.57,56.95
7.24,-1.7,6.54,-0.49,0.61,-0.79
7.26,-1,-6.15,-16.3,-0.92,24.48
8.79,-0.62,-7.73,-14.22,6.23,-5.86
